-time---------------X------------------Y------------------Z------------------yaw------------------
09:44:31.355743,-7.331175327301025,-7.630449295043945,7.013055324554443,-2.8253493309020996,
09:44:31.395763,-7.3251848220825195,-7.627823829650879,7.0151848793029785,-2.7413721084594727,
09:44:31.455761,-7.316921710968018,-7.631265640258789,7.006572723388672,-2.5838303565979004,
09:44:31.495888,-7.319637298583984,-7.657871723175049,7.00088357925415,-2.4052484035491943,
09:44:31.535759,-7.338300704956055,-7.7168073654174805,6.99397087097168,-2.254342794418335,
09:44:31.595719,-7.370203495025635,-7.810123920440674,6.986139297485352,-2.1133487224578857,
09:44:31.655822,-7.423943996429443,-7.9504923820495605,6.998963832855225,-2.003819704055786,
09:44:31.695796,-7.508214473724365,-8.149565696716309,7.023107051849365,-1.9772762060165405,
09:44:31.735731,-7.6239824295043945,-8.41254711151123,7.006040096282959,-1.9681075811386108,
09:44:31.795797,-7.771607875823975,-8.746743202209473,6.992260932922363,-1.9606512784957886,
09:44:31.835841,-7.947710990905762,-9.145380973815918,7.0143141746521,-1.9551204442977905,
09:44:31.895831,-8.13871955871582,-9.58096981048584,7.014248371124268,-1.9517406225204468,
09:44:31.935830,-8.333775520324707,-10.02751350402832,6.981781959533691,-1.9501423835754395,
09:44:31.995831,-8.515721321105957,-10.443148612976074,6.9474101066589355,-1.9491108655929565,
09:44:32.055872,-8.694292068481445,-10.852866172790527,6.950740814208984,-1.9489505290985107,
09:44:32.095819,-8.88398265838623,-11.291146278381348,6.982191562652588,-1.949337363243103,
09:44:32.135796,-9.078307151794434,-11.744236946105957,6.986414909362793,-1.9495911598205566,
09:44:32.195866,-9.276995658874512,-12.207646369934082,7.030808925628662,-1.9497274160385132,
09:44:32.235792,-9.458979606628418,-12.634647369384766,7.05163049697876,-1.950173258781433,
09:44:32.295824,-9.648310661315918,-13.081177711486816,7.025361061096191,-1.950656533241272,
09:44:32.355893,-9.83798885345459,-13.529356956481934,7.008486747741699,-1.9513306617736816,
09:44:32.395773,-10.030488967895508,-13.985284805297852,7.019626140594482,-1.9516338109970093,
09:44:32.435834,-10.225560188293457,-14.448260307312012,7.0262532234191895,-1.9520233869552612,
09:44:32.495832,-10.41754150390625,-14.903071403503418,7.018338680267334,-1.9527465105056763,
09:44:32.535730,-10.609380722045898,-15.36047077178955,6.961858749389648,-1.9528851509094238,
09:44:32.595771,-10.784642219543457,-15.777607917785645,6.974826335906982,-1.9533114433288574,
09:44:32.635787,-10.974671363830566,-16.229703903198242,7.005617618560791,-1.953794002532959,
09:44:32.695800,-11.1611909866333,-16.672212600708008,7.001387119293213,-1.9544926881790161,
09:44:32.755818,-11.355170249938965,-17.132694244384766,6.985117435455322,-1.9559664726257324,
